code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,id_assessment,date_submitted,is_banked,score,assessment_type,date,weight,sum_click,weighted_score
AAA,2013J,2344901,F,Yorkshire Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail,1752.0,19.0,0.0,67.0,TMA,19.0,10.0,445.0,6.7
AAA,2013J,398552,M,Yorkshire Region,Lower Than A Level,90-100%,0-35,0,240,N,Fail,1752.0,17.0,0.0,54.0,TMA,19.0,10.0,1183.0,5.4
AAA,2013J,2084066,F,South West Region,Lower Than A Level,50-60%,35-55,0,60,N,Fail,1755.0,181.0,0.0,52.0,TMA,166.0,20.0,1967.0,10.4
AAA,2013J,368824,M,Wales,HE Qualification,50-60%,35-55,0,120,N,Fail,1754.0,116.0,0.0,68.0,TMA,117.0,20.0,292.0,13.600000000000001
AAA,2013J,295741,M,South East Region,A Level or Equivalent,40-50%,35-55,0,240,N,Fail,1753.0,53.0,0.0,52.0,TMA,54.0,20.0,709.0,10.4
AAA,2013J,1401935,M,West Midlands Region,A Level or Equivalent,70-80%,35-55,0,60,N,Fail,1753.0,61.0,0.0,25.0,TMA,54.0,20.0,240.0,5.0
AAA,2013J,1976139,M,Ireland,Lower Than A Level,50-60%,35-55,0,120,N,Pass,1752.0,17.0,0.0,75.0,TMA,19.0,10.0,1216.0,7.5
AAA,2013J,1472925,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,60,Y,Fail,1760.0,127.0,0.0,59.0,TMA,117.0,20.0,1462.0,11.8
AAA,2013J,1801229,M,Ireland,HE Qualification,,35-55,0,60,N,Pass,1754.0,117.0,0.0,73.0,TMA,117.0,20.0,1443.0,14.600000000000001
AAA,2013J,386952,M,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,1752.0,19.0,0.0,67.0,TMA,19.0,10.0,910.0,6.7
AAA,2013J,52130,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,90,N,Pass,1753.0,54.0,0.0,68.0,TMA,54.0,20.0,1894.0,13.600000000000001
AAA,2013J,2171627,F,Yorkshire Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,1752.0,15.0,0.0,71.0,TMA,19.0,10.0,1346.0,7.1000000000000005
AAA,2013J,123044,M,South Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,1755.0,166.0,0.0,70.0,TMA,166.0,20.0,2041.0,14.0
AAA,2013J,398552,M,Yorkshire Region,Lower Than A Level,90-100%,0-35,0,240,N,Fail,1752.0,17.0,0.0,54.0,TMA,19.0,10.0,1183.0,5.4
AAA,2013J,2146792,M,North Western Region,HE Qualification,20-30%,55<=,0,60,N,Pass,1756.0,215.0,0.0,68.0,TMA,215.0,30.0,2385.0,20.4
AAA,2013J,2594139,F,South West Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,1755.0,188.0,0.0,79.0,TMA,166.0,20.0,1868.0,15.8
AAA,2013J,1035023,F,London Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass,1752.0,19.0,0.0,73.0,TMA,19.0,10.0,1896.0,7.300000000000001
AAA,2013J,2194100,F,East Anglian Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,1756.0,214.0,0.0,65.0,TMA,215.0,30.0,1401.0,19.5
AAA,2013J,1620151,M,South Region,HE Qualification,90-100%,35-55,0,60,N,Fail,1754.0,121.0,0.0,70.0,TMA,117.0,20.0,998.0,14.0
AAA,2013J,227517,M,Ireland,HE Qualification,,0-35,0,180,N,Fail,1754.0,116.0,0.0,66.0,TMA,117.0,20.0,1205.0,13.200000000000001
AAA,2013J,2486127,F,East Anglian Region,HE Qualification,90-100%,0-35,0,120,N,Pass,1754.0,106.0,0.0,76.0,TMA,117.0,20.0,1690.0,15.200000000000001
AAA,2013J,302302,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail,1752.0,18.0,0.0,58.0,TMA,19.0,10.0,513.0,5.800000000000001
AAA,2013J,342972,M,Yorkshire Region,HE Qualification,0-10%,0-35,0,60,N,Pass,1753.0,58.0,0.0,57.0,TMA,54.0,20.0,838.0,11.4
AAA,2013J,344282,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail,1754.0,116.0,0.0,47.0,TMA,117.0,20.0,65.0,9.4
AAA,2013J,392756,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,N,Fail,1752.0,19.0,0.0,53.0,TMA,19.0,10.0,363.0,5.300000000000001
AAA,2013J,1746134,M,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,1756.0,214.0,0.0,85.0,TMA,215.0,30.0,1759.0,25.5
AAA,2013J,236284,M,Scotland,Post Graduate Qualification,90-100%,0-35,0,60,N,Pass,1755.0,166.0,0.0,78.0,TMA,166.0,20.0,732.0,15.600000000000001
AAA,2013J,318933,F,East Anglian Region,HE Qualification,80-90%,0-35,0,120,N,Pass,1756.0,204.0,0.0,70.0,TMA,215.0,30.0,1281.0,21.0
AAA,2013J,74372,M,East Anglian Region,A Level or Equivalent,10-20,35-55,0,150,N,Fail,1752.0,22.0,0.0,60.0,TMA,19.0,10.0,116.0,6.0
AAA,2013J,175991,F,North Western Region,A Level or Equivalent,80-90%,0-35,0,180,N,Fail,1755.0,166.0,0.0,32.0,TMA,166.0,20.0,138.0,6.4
AAA,2013J,146188,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,Y,Fail,1752.0,19.0,0.0,52.0,TMA,19.0,10.0,597.0,5.2
AAA,2013J,357668,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail,1752.0,19.0,0.0,49.0,TMA,19.0,10.0,166.0,4.9
AAA,2013J,147756,M,North Region,Lower Than A Level,60-70%,0-35,0,120,N,Fail,1752.0,18.0,0.0,77.0,TMA,19.0,10.0,1718.0,7.7
AAA,2013J,2104505,M,West Midlands Region,Lower Than A Level,0-10%,35-55,0,60,N,Pass,1752.0,18.0,0.0,80.0,TMA,19.0,10.0,701.0,8.0
AAA,2013J,386924,M,Ireland,Lower Than A Level,,0-35,0,120,N,Pass,1754.0,117.0,0.0,80.0,TMA,117.0,20.0,164.0,16.0
AAA,2013J,282821,M,South West Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,1756.0,215.0,0.0,43.0,TMA,215.0,30.0,1961.0,12.9
AAA,2013J,127582,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,180,N,Pass,1752.0,26.0,0.0,69.0,TMA,19.0,10.0,1321.0,6.9
AAA,2013J,2578995,F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,60,Y,Pass,1753.0,54.0,0.0,84.0,TMA,54.0,20.0,1326.0,16.8
AAA,2013J,2358056,F,North Region,HE Qualification,,0-35,0,60,N,Fail,1755.0,165.0,0.0,68.0,TMA,166.0,20.0,1588.0,13.600000000000001
AAA,2013J,100893,M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,1755.0,171.0,0.0,74.0,TMA,166.0,20.0,744.0,14.8
AAA,2013J,2083877,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,120,N,Pass,1754.0,123.0,0.0,68.0,TMA,117.0,20.0,685.0,13.600000000000001
AAA,2013J,341872,M,East Anglian Region,Lower Than A Level,40-50%,0-35,0,180,N,Fail,1753.0,92.0,0.0,64.0,TMA,54.0,20.0,201.0,12.8
AAA,2013J,2358056,F,North Region,HE Qualification,,0-35,0,60,N,Fail,1753.0,54.0,0.0,60.0,TMA,54.0,20.0,1588.0,12.0
AAA,2013J,2411661,F,South Region,A Level or Equivalent,80-90%,0-35,0,120,N,Fail,1755.0,168.0,0.0,42.0,TMA,166.0,20.0,574.0,8.4
AAA,2013J,1620151,M,South Region,HE Qualification,90-100%,35-55,0,60,N,Fail,1754.0,121.0,0.0,70.0,TMA,117.0,20.0,998.0,14.0
AAA,2013J,392756,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,N,Fail,1755.0,166.0,0.0,54.0,TMA,166.0,20.0,363.0,10.8
AAA,2013J,339972,M,North Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,1756.0,221.0,0.0,48.0,TMA,215.0,30.0,333.0,14.399999999999999
AAA,2013J,420087,M,Scotland,A Level or Equivalent,40-50%,0-35,0,60,Y,Fail,1752.0,20.0,0.0,80.0,TMA,19.0,10.0,342.0,8.0
AAA,2013J,441888,M,London Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,1753.0,53.0,0.0,64.0,TMA,54.0,20.0,739.0,12.8
AAA,2013J,302302,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail,1754.0,117.0,0.0,59.0,TMA,117.0,20.0,513.0,11.8
AAA,2013J,1105478,M,Scotland,HE Qualification,80-90%,55<=,0,60,N,Pass,1752.0,19.0,0.0,90.0,TMA,19.0,10.0,1695.0,9.0
AAA,2013J,971027,F,West Midlands Region,HE Qualification,90-100%,35-55,0,60,N,Pass,1756.0,214.0,0.0,68.0,TMA,215.0,30.0,3098.0,20.4
AAA,2013J,2358056,F,North Region,HE Qualification,,0-35,0,60,N,Fail,1753.0,54.0,0.0,60.0,TMA,54.0,20.0,1588.0,12.0
AAA,2013J,147756,M,North Region,Lower Than A Level,60-70%,0-35,0,120,N,Fail,1758.0,26.0,0.0,69.0,TMA,19.0,10.0,1718.0,6.9
AAA,2013J,268073,M,East Anglian Region,A Level or Equivalent,10-20,35-55,0,90,N,Fail,1755.0,165.0,0.0,75.0,TMA,166.0,20.0,3210.0,15.0
AAA,2013J,396872,M,Yorkshire Region,HE Qualification,50-60%,0-35,0,180,N,Pass,1755.0,173.0,0.0,54.0,TMA,166.0,20.0,996.0,10.8
AAA,2013J,295741,M,South East Region,A Level or Equivalent,40-50%,35-55,0,240,N,Fail,1755.0,164.0,0.0,54.0,TMA,166.0,20.0,709.0,10.8
AAA,2013J,332789,F,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,1755.0,165.0,0.0,78.0,TMA,166.0,20.0,1655.0,15.600000000000001
AAA,2013J,74372,M,East Anglian Region,A Level or Equivalent,10-20,35-55,0,150,N,Fail,1752.0,22.0,0.0,60.0,TMA,19.0,10.0,116.0,6.0
AAA,2013J,357668,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail,1754.0,117.0,0.0,59.0,TMA,117.0,20.0,166.0,11.8
AAA,2013J,2685865,F,East Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,1752.0,19.0,0.0,74.0,TMA,19.0,10.0,2815.0,7.4
AAA,2013J,2461190,M,South Region,HE Qualification,70-80%,55<=,0,60,N,Fail,1752.0,19.0,0.0,62.0,TMA,19.0,10.0,967.0,6.2
AAA,2013J,241729,F,East Midlands Region,HE Qualification,60-70%,35-55,0,60,N,Fail,1752.0,19.0,0.0,51.0,TMA,19.0,10.0,1829.0,5.1000000000000005
AAA,2013J,174782,M,East Anglian Region,HE Qualification,90-100%,55<=,0,60,N,Pass,1754.0,115.0,0.0,77.0,TMA,117.0,20.0,6318.0,15.4
AAA,2013J,420087,M,Scotland,A Level or Equivalent,40-50%,0-35,0,60,Y,Fail,1753.0,55.0,0.0,76.0,TMA,54.0,20.0,342.0,15.200000000000001
AAA,2013J,324084,F,South West Region,A Level or Equivalent,10-20,35-55,0,60,N,Pass,1756.0,213.0,0.0,57.0,TMA,215.0,30.0,1961.0,17.099999999999998
AAA,2013J,268073,M,East Anglian Region,A Level or Equivalent,10-20,35-55,0,90,N,Fail,1752.0,18.0,0.0,64.0,TMA,19.0,10.0,3210.0,6.4
AAA,2013J,580389,M,Ireland,HE Qualification,90-100%,0-35,0,120,N,Pass,1752.0,19.0,0.0,75.0,TMA,19.0,10.0,1271.0,7.5
AAA,2013J,2342426,M,Yorkshire Region,Lower Than A Level,20-30%,35-55,0,60,N,Fail,1755.0,173.0,0.0,78.0,TMA,166.0,20.0,1814.0,15.600000000000001
AAA,2013J,146188,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,Y,Fail,1756.0,215.0,0.0,40.0,TMA,215.0,30.0,597.0,12.0
AAA,2013J,2481901,M,Wales,Lower Than A Level,80-90%,35-55,0,60,N,Pass,1754.0,116.0,0.0,83.0,TMA,117.0,20.0,1949.0,16.6
AAA,2013J,1620151,M,South Region,HE Qualification,90-100%,35-55,0,60,N,Fail,1754.0,121.0,0.0,70.0,TMA,117.0,20.0,998.0,14.0
AAA,2013J,306897,F,London Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,1756.0,214.0,0.0,55.0,TMA,215.0,30.0,2742.0,16.5
AAA,2013J,606143,M,Scotland,Post Graduate Qualification,90-100%,35-55,0,60,N,Fail,1752.0,19.0,0.0,78.0,TMA,19.0,10.0,406.0,7.800000000000001
AAA,2013J,1801641,M,Scotland,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,1754.0,116.0,0.0,80.0,TMA,117.0,20.0,459.0,16.0
AAA,2013J,2153153,F,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,1752.0,18.0,0.0,61.0,TMA,19.0,10.0,3385.0,6.1000000000000005
AAA,2013J,306897,F,London Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,1756.0,214.0,0.0,55.0,TMA,215.0,30.0,2742.0,16.5
AAA,2013J,2669816,M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,0,60,N,Fail,1753.0,53.0,0.0,68.0,TMA,54.0,20.0,280.0,13.600000000000001
AAA,2013J,2268379,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,1752.0,19.0,0.0,80.0,TMA,19.0,10.0,1685.0,8.0
AAA,2013J,1765788,M,South East Region,HE Qualification,70-80%,55<=,0,60,N,Pass,1754.0,117.0,0.0,67.0,TMA,117.0,20.0,7057.0,13.4
AAA,2013J,240712,M,London Region,HE Qualification,80-90%,0-35,0,80,N,Pass,1756.0,215.0,0.0,66.0,TMA,215.0,30.0,321.0,19.8
AAA,2013J,544103,M,North Western Region,HE Qualification,40-50%,0-35,0,120,N,Pass,1753.0,53.0,0.0,80.0,TMA,54.0,20.0,2328.0,16.0
AAA,2013J,2358056,F,North Region,HE Qualification,,0-35,0,60,N,Fail,1755.0,165.0,0.0,68.0,TMA,166.0,20.0,1588.0,13.600000000000001
AAA,2013J,241729,F,East Midlands Region,HE Qualification,60-70%,35-55,0,60,N,Fail,1753.0,64.0,0.0,55.0,TMA,54.0,20.0,1829.0,11.0
AAA,2013J,2479954,M,North Western Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,1755.0,177.0,0.0,78.0,TMA,166.0,20.0,323.0,15.600000000000001
AAA,2013J,588775,M,South West Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,1753.0,52.0,0.0,81.0,TMA,54.0,20.0,7067.0,16.2
AAA,2013J,116541,M,Wales,HE Qualification,0-10%,0-35,0,60,N,Pass,1755.0,173.0,0.0,60.0,TMA,166.0,20.0,1886.0,12.0
AAA,2013J,174782,M,East Anglian Region,HE Qualification,90-100%,55<=,0,60,N,Pass,1756.0,213.0,0.0,80.0,TMA,215.0,30.0,6318.0,24.0
AAA,2013J,142326,F,North Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,1756.0,212.0,0.0,82.0,TMA,215.0,30.0,2121.0,24.599999999999998
AAA,2013J,75091,M,South West Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,1752.0,18.0,0.0,67.0,TMA,19.0,10.0,2992.0,6.7
AAA,2013J,376581,F,South Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,1753.0,61.0,0.0,60.0,TMA,54.0,20.0,2333.0,12.0
AAA,2013J,241729,F,East Midlands Region,HE Qualification,60-70%,35-55,0,60,N,Fail,1756.0,214.0,0.0,61.0,TMA,215.0,30.0,1829.0,18.3
AAA,2013J,1620151,M,South Region,HE Qualification,90-100%,35-55,0,60,N,Fail,1752.0,19.0,0.0,85.0,TMA,19.0,10.0,998.0,8.5
AAA,2013J,368824,M,Wales,HE Qualification,50-60%,35-55,0,120,N,Fail,1752.0,18.0,0.0,61.0,TMA,19.0,10.0,292.0,6.1000000000000005
AAA,2013J,386924,M,Ireland,Lower Than A Level,,0-35,0,120,N,Pass,1755.0,166.0,0.0,65.0,TMA,166.0,20.0,164.0,13.0
AAA,2013J,1860318,M,South West Region,Lower Than A Level,40-50%,35-55,0,300,Y,Pass,1756.0,215.0,0.0,59.0,TMA,215.0,30.0,5975.0,17.7
AAA,2013J,1472925,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,60,Y,Fail,1759.0,53.0,0.0,59.0,TMA,54.0,20.0,1462.0,11.8
AAA,2013J,344282,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail,1752.0,18.0,0.0,61.0,TMA,19.0,10.0,65.0,6.1000000000000005
AAA,2013J,368824,M,Wales,HE Qualification,50-60%,35-55,0,120,N,Fail,1756.0,215.0,0.0,42.0,TMA,215.0,30.0,292.0,12.6
AAA,2013J,368194,F,South West Region,A Level or Equivalent,50-60%,0-35,0,120,Y,Pass,1752.0,19.0,0.0,54.0,TMA,19.0,10.0,437.0,5.4
AAA,2013J,2342426,M,Yorkshire Region,Lower Than A Level,20-30%,35-55,0,60,N,Fail,1755.0,173.0,0.0,78.0,TMA,166.0,20.0,1814.0,15.600000000000001
AAA,2013J,2688067,M,East Anglian Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,1755.0,166.0,0.0,68.0,TMA,166.0,20.0,289.0,13.600000000000001
AAA,2013J,368963,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,180,N,Pass,1753.0,53.0,0.0,59.0,TMA,54.0,20.0,677.0,11.8
AAA,2013J,2482700,M,South Region,Lower Than A Level,90-100%,0-35,0,120,N,Pass,1753.0,57.0,0.0,50.0,TMA,54.0,20.0,1616.0,10.0
AAA,2013J,2586560,F,East Anglian Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass,1755.0,175.0,0.0,77.0,TMA,166.0,20.0,2905.0,15.4
AAA,2013J,364177,M,East Anglian Region,Lower Than A Level,70-80%,35-55,0,60,N,Fail,1753.0,53.0,0.0,65.0,TMA,54.0,20.0,821.0,13.0
AAA,2013J,1472925,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,60,Y,Fail,1759.0,53.0,0.0,59.0,TMA,54.0,20.0,1462.0,11.8
AAA,2013J,495284,M,South East Region,HE Qualification,80-90%,0-35,0,120,N,Pass,1754.0,116.0,0.0,68.0,TMA,117.0,20.0,901.0,13.600000000000001
AAA,2013J,2062879,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail,1752.0,18.0,0.0,56.0,TMA,19.0,10.0,2386.0,5.6000000000000005
AAA,2013J,365642,M,East Anglian Region,Lower Than A Level,10-20,35-55,0,60,N,Pass,1752.0,15.0,0.0,68.0,TMA,19.0,10.0,2129.0,6.800000000000001
AAA,2013J,306897,F,London Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,1755.0,173.0,0.0,39.0,TMA,166.0,20.0,2742.0,7.800000000000001
AAA,2013J,2516503,M,South East Region,HE Qualification,40-50%,35-55,0,60,N,Pass,1756.0,215.0,0.0,80.0,TMA,215.0,30.0,3070.0,24.0
AAA,2013J,564450,M,West Midlands Region,HE Qualification,80-90%,0-35,0,120,N,Fail,1752.0,18.0,0.0,64.0,TMA,19.0,10.0,224.0,6.4
AAA,2013J,271251,M,Scotland,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,1753.0,54.0,0.0,62.0,TMA,54.0,20.0,3348.0,12.4
AAA,2013J,147756,M,North Region,Lower Than A Level,60-70%,0-35,0,120,N,Fail,1761.0,178.0,0.0,72.0,TMA,166.0,20.0,1718.0,14.4
AAA,2013J,290201,M,Wales,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,1752.0,18.0,0.0,78.0,TMA,19.0,10.0,1740.0,7.800000000000001
AAA,2013J,306107,M,West Midlands Region,A Level or Equivalent,50-60%,35-55,0,120,N,Pass,1754.0,116.0,0.0,62.0,TMA,117.0,20.0,987.0,12.4
AAA,2013J,1472925,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,60,Y,Fail,1761.0,172.0,0.0,69.0,TMA,166.0,20.0,1462.0,13.8
AAA,2013J,2143752,F,South Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,1752.0,19.0,0.0,50.0,TMA,19.0,10.0,1888.0,5.0
AAA,2013J,241729,F,East Midlands Region,HE Qualification,60-70%,35-55,0,60,N,Fail,1752.0,19.0,0.0,51.0,TMA,19.0,10.0,1829.0,5.1000000000000005
AAA,2013J,2342426,M,Yorkshire Region,Lower Than A Level,20-30%,35-55,0,60,N,Fail,1755.0,173.0,0.0,78.0,TMA,166.0,20.0,1814.0,15.600000000000001
AAA,2013J,357668,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail,1752.0,19.0,0.0,49.0,TMA,19.0,10.0,166.0,4.9
AAA,2013J,342972,M,Yorkshire Region,HE Qualification,0-10%,0-35,0,60,N,Pass,1754.0,112.0,0.0,53.0,TMA,117.0,20.0,838.0,10.600000000000001
AAA,2013J,2529279,F,North Western Region,HE Qualification,60-70%,35-55,0,60,N,Pass,1753.0,49.0,0.0,80.0,TMA,54.0,20.0,1189.0,16.0
AAA,2013J,271251,M,Scotland,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,1753.0,54.0,0.0,62.0,TMA,54.0,20.0,3348.0,12.4
AAA,2013J,2358056,F,North Region,HE Qualification,,0-35,0,60,N,Fail,1754.0,117.0,0.0,79.0,TMA,117.0,20.0,1588.0,15.8
AAA,2013J,307866,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,1754.0,117.0,0.0,73.0,TMA,117.0,20.0,1476.0,14.600000000000001
AAA,2013J,1889577,F,South Region,A Level or Equivalent,70-80%,35-55,0,60,Y,Pass,1754.0,117.0,0.0,84.0,TMA,117.0,20.0,931.0,16.8
AAA,2013J,971027,F,West Midlands Region,HE Qualification,90-100%,35-55,0,60,N,Pass,1756.0,214.0,0.0,68.0,TMA,215.0,30.0,3098.0,20.4
AAA,2013J,1472925,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,60,Y,Fail,1760.0,127.0,0.0,59.0,TMA,117.0,20.0,1462.0,11.8
AAA,2013J,606143,M,Scotland,Post Graduate Qualification,90-100%,35-55,0,60,N,Fail,1752.0,19.0,0.0,78.0,TMA,19.0,10.0,406.0,7.800000000000001
AAA,2013J,295741,M,South East Region,A Level or Equivalent,40-50%,35-55,0,240,N,Fail,1753.0,53.0,0.0,52.0,TMA,54.0,20.0,709.0,10.4
AAA,2013J,392756,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,N,Fail,1754.0,117.0,0.0,55.0,TMA,117.0,20.0,363.0,11.0
AAA,2013J,2329342,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,120,N,Pass,1755.0,166.0,0.0,44.0,TMA,166.0,20.0,565.0,8.8
AAA,2013J,174782,M,East Anglian Region,HE Qualification,90-100%,55<=,0,60,N,Pass,1756.0,213.0,0.0,80.0,TMA,215.0,30.0,6318.0,24.0
AAA,2013J,319047,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,1754.0,117.0,0.0,81.0,TMA,117.0,20.0,6589.0,16.2
AAA,2013J,281250,M,Wales,Lower Than A Level,70-80%,35-55,0,60,N,Fail,1752.0,18.0,0.0,63.0,TMA,19.0,10.0,130.0,6.300000000000001
AAA,2013J,53025,M,North Region,Post Graduate Qualification,,55<=,0,60,N,Pass,1754.0,114.0,0.0,78.0,TMA,117.0,20.0,3158.0,15.600000000000001
AAA,2013J,2482700,M,South Region,Lower Than A Level,90-100%,0-35,0,120,N,Pass,1756.0,214.0,0.0,65.0,TMA,215.0,30.0,1616.0,19.5
AAA,2013J,342972,M,Yorkshire Region,HE Qualification,0-10%,0-35,0,60,N,Pass,1754.0,112.0,0.0,53.0,TMA,117.0,20.0,838.0,10.600000000000001
AAA,2013J,344282,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail,1754.0,116.0,0.0,47.0,TMA,117.0,20.0,65.0,9.4
AAA,2013J,262011,M,East Midlands Region,A Level or Equivalent,20-30%,35-55,0,60,N,Pass,1753.0,54.0,0.0,79.0,TMA,54.0,20.0,1066.0,15.8
AAA,2013J,2457256,M,South Region,Lower Than A Level,80-90%,35-55,0,180,N,Pass,1755.0,168.0,0.0,80.0,TMA,166.0,20.0,1611.0,16.0
AAA,2013J,1889511,M,Yorkshire Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,1753.0,54.0,0.0,69.0,TMA,54.0,20.0,1754.0,13.8
AAA,2013J,420087,M,Scotland,A Level or Equivalent,40-50%,0-35,0,60,Y,Fail,1752.0,20.0,0.0,80.0,TMA,19.0,10.0,342.0,8.0
AAA,2013J,2084066,F,South West Region,Lower Than A Level,50-60%,35-55,0,60,N,Fail,1755.0,181.0,0.0,52.0,TMA,166.0,20.0,1967.0,10.4
AAA,2013J,98094,M,Wales,Lower Than A Level,70-80%,35-55,0,60,N,Pass,1752.0,18.0,0.0,62.0,TMA,19.0,10.0,2839.0,6.2
AAA,2013J,2669816,M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,0,60,N,Fail,1756.0,215.0,0.0,35.0,TMA,215.0,30.0,280.0,10.5
AAA,2013J,564450,M,West Midlands Region,HE Qualification,80-90%,0-35,0,120,N,Fail,1752.0,18.0,0.0,64.0,TMA,19.0,10.0,224.0,6.4
AAA,2013J,334259,F,London Region,A Level or Equivalent,50-60%,0-35,0,150,N,Fail,1752.0,19.0,0.0,57.0,TMA,19.0,10.0,332.0,5.7
AAA,2013J,147756,M,North Region,Lower Than A Level,60-70%,0-35,0,120,N,Fail,1762.0,219.0,0.0,68.0,TMA,215.0,30.0,1718.0,20.4
AAA,2013J,341872,M,East Anglian Region,Lower Than A Level,40-50%,0-35,0,180,N,Fail,1753.0,92.0,0.0,64.0,TMA,54.0,20.0,201.0,12.8
AAA,2013J,227517,M,Ireland,HE Qualification,,0-35,0,180,N,Fail,1753.0,54.0,0.0,67.0,TMA,54.0,20.0,1205.0,13.4
AAA,2013J,564450,M,West Midlands Region,HE Qualification,80-90%,0-35,0,120,N,Fail,1756.0,215.0,0.0,52.0,TMA,215.0,30.0,224.0,15.6
AAA,2013J,2143752,F,South Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,1755.0,165.0,0.0,52.0,TMA,166.0,20.0,1888.0,10.4
AAA,2013J,441888,M,London Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,1753.0,53.0,0.0,64.0,TMA,54.0,20.0,739.0,12.8
AAA,2013J,2645733,F,South West Region,A Level or Equivalent,40-50%,0-35,0,180,N,Pass,1755.0,166.0,0.0,89.0,TMA,166.0,20.0,1596.0,17.8
AAA,2013J,183947,M,London Region,A Level or Equivalent,10-20,0-35,0,180,N,Pass,1754.0,118.0,0.0,48.0,TMA,117.0,20.0,964.0,9.600000000000001
AAA,2013J,581129,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,120,N,Fail,1753.0,54.0,0.0,15.0,TMA,54.0,20.0,194.0,3.0
AAA,2013J,318933,F,East Anglian Region,HE Qualification,80-90%,0-35,0,120,N,Pass,1755.0,156.0,0.0,68.0,TMA,166.0,20.0,1281.0,13.600000000000001
AAA,2013J,2516503,M,South East Region,HE Qualification,40-50%,35-55,0,60,N,Pass,1752.0,18.0,0.0,82.0,TMA,19.0,10.0,3070.0,8.200000000000001
