course,test,id_student,weight,score,weighted_score,total_weight_score,pass
CQ4,test1,582460,10.0,68.0,6.800000000000001,65.9,1
CQ4,test2,582460,20.0,68.0,13.600000000000001,65.9,1
CQ4,test3,582460,35.0,72.0,25.2,65.9,1
CQ4,test4,582460,35.0,58.0,20.299999999999997,65.9,1
CQ4,test1,582709,10.0,65.0,6.5,74.44999999999999,1
CQ4,test2,582709,20.0,72.0,14.4,74.44999999999999,1
CQ4,test3,582709,35.0,68.0,23.799999999999997,74.44999999999999,1
CQ4,test4,582709,35.0,85.0,29.749999999999996,74.44999999999999,1
CQ4,test1,582898,10.0,85.0,8.5,74.85,1
CQ4,test2,582898,20.0,71.0,14.200000000000001,74.85,1
CQ4,test3,582898,35.0,71.0,24.849999999999998,74.85,1
CQ4,test4,582898,35.0,78.0,27.299999999999997,74.85,1
CQ4,test1,582964,10.0,70.0,7.0,61.05,1
CQ4,test2,582964,20.0,69.0,13.8,61.05,1
CQ4,test3,582964,35.0,65.0,22.75,61.05,1
CQ4,test4,582964,35.0,50.0,17.5,61.05,1
CQ4,test1,583775,10.0,75.0,7.5,48.75,1
CQ4,test2,583775,20.0,75.0,15.0,48.75,1
CQ4,test3,583775,35.0,75.0,26.25,48.75,1
CQ4,test4,583775,35.0,0.0,0.0,48.75,1
CQ4,test1,583954,10.0,70.0,7.0,63.05,1
CQ4,test2,583954,20.0,65.0,13.0,63.05,1
CQ4,test3,583954,35.0,55.0,19.25,63.05,1
CQ4,test4,583954,35.0,68.0,23.799999999999997,63.05,1
CQ4,test1,584509,10.0,90.0,9.0,84.0,1
CQ4,test2,584509,20.0,88.0,17.6,84.0,1
CQ4,test3,584509,35.0,77.0,26.95,84.0,1
CQ4,test4,584509,35.0,87.0,30.45,84.0,1
CQ4,test1,584539,10.0,70.0,7.0,64.44999999999999,1
CQ4,test2,584539,20.0,72.0,14.4,64.44999999999999,1
CQ4,test3,584539,35.0,60.0,21.0,64.44999999999999,1
CQ4,test4,584539,35.0,63.0,22.049999999999997,64.44999999999999,1
CQ4,test1,584864,10.0,68.0,6.800000000000001,58.8,1
CQ4,test2,584864,20.0,64.0,12.8,58.8,1
CQ4,test3,584864,35.0,65.0,22.75,58.8,1
CQ4,test4,584864,35.0,47.0,16.45,58.8,1
CQ4,test1,585762,10.0,80.0,8.0,68.35,1
CQ4,test2,585762,20.0,69.0,13.8,68.35,1
CQ4,test3,585762,35.0,68.0,23.799999999999997,68.35,1
CQ4,test4,585762,35.0,65.0,22.75,68.35,1
CQ4,test1,586036,10.0,70.0,7.0,72.0,1
CQ4,test2,586036,20.0,66.0,13.200000000000001,72.0,1
CQ4,test3,586036,35.0,68.0,23.799999999999997,72.0,1
CQ4,test4,586036,35.0,80.0,28.0,72.0,1
CQ4,test1,586134,10.0,74.0,7.4,74.05,1
CQ4,test2,586134,20.0,69.0,13.8,74.05,1
CQ4,test3,586134,35.0,75.0,26.25,74.05,1
CQ4,test4,586134,35.0,76.0,26.599999999999998,74.05,1
CQ4,test1,586180,10.0,69.0,6.9,70.9,1
CQ4,test2,586180,20.0,68.0,13.600000000000001,70.9,1
CQ4,test3,586180,35.0,69.0,24.15,70.9,1
CQ4,test4,586180,35.0,75.0,26.25,70.9,1
CQ4,test1,586376,10.0,90.0,9.0,80.85,1
CQ4,test2,586376,20.0,88.0,17.6,80.85,1
CQ4,test3,586376,35.0,75.0,26.25,80.85,1
CQ4,test4,586376,35.0,80.0,28.0,80.85,1
CQ4,test1,586502,10.0,55.0,5.5,53.9,1
CQ4,test2,586502,20.0,53.0,10.600000000000001,53.9,1
CQ4,test3,586502,35.0,54.0,18.9,53.9,1
CQ4,test4,586502,35.0,54.0,18.9,53.9,1
CQ4,test1,586652,10.0,55.0,5.5,59.2,1
CQ4,test2,586652,20.0,48.0,9.600000000000001,59.2,1
CQ4,test3,586652,35.0,56.0,19.599999999999998,59.2,1
CQ4,test4,586652,35.0,70.0,24.5,59.2,1
CQ4,test1,587054,10.0,90.0,9.0,75.14999999999999,1
CQ4,test2,587054,20.0,70.0,14.0,75.14999999999999,1
CQ4,test3,587054,35.0,64.0,22.4,75.14999999999999,1
CQ4,test4,587054,35.0,85.0,29.749999999999996,75.14999999999999,1
CQ4,test1,587459,10.0,68.0,6.800000000000001,63.2,1
CQ4,test2,587459,20.0,72.0,14.4,63.2,1
CQ4,test3,587459,35.0,78.0,27.299999999999997,63.2,1
CQ4,test4,587459,35.0,42.0,14.7,63.2,1
CQ4,test1,587860,10.0,62.0,6.2,48.9,1
CQ4,test2,587860,20.0,42.0,8.4,48.9,1
CQ4,test3,587860,35.0,48.0,16.799999999999997,48.9,1
CQ4,test4,587860,35.0,50.0,17.5,48.9,1
CQ4,test1,588251,10.0,54.0,5.4,58.05,0
CQ4,test2,588251,20.0,62.0,12.4,58.05,0
CQ4,test3,588251,35.0,50.0,17.5,58.05,0
CQ4,test4,588251,35.0,65.0,22.75,58.05,0
CQ4,test1,588944,10.0,75.0,7.5,85.85,1
CQ4,test2,588944,20.0,82.0,16.400000000000002,85.85,1
CQ4,test3,588944,35.0,87.0,30.45,85.85,1
CQ4,test4,588944,35.0,90.0,31.499999999999996,85.85,1
CQ4,test1,589133,10.0,95.0,9.5,76.55,1
CQ4,test2,589133,20.0,85.0,17.0,76.55,1
CQ4,test3,589133,35.0,68.0,23.799999999999997,76.55,1
CQ4,test4,589133,35.0,75.0,26.25,76.55,1
CQ4,test1,589554,10.0,82.0,8.200000000000001,75.35,1
CQ4,test2,589554,20.0,54.0,10.8,75.35,1
CQ4,test3,589554,35.0,86.0,30.099999999999998,75.35,1
CQ4,test4,589554,35.0,75.0,26.25,75.35,1
CQ4,test1,589621,10.0,70.0,7.0,81.3,1
CQ4,test2,589621,20.0,74.0,14.8,81.3,1
CQ4,test3,589621,35.0,86.0,30.099999999999998,81.3,1
CQ4,test4,589621,35.0,84.0,29.4,81.3,1
CQ4,test1,590086,10.0,90.0,9.0,67.95,1
CQ4,test2,590086,20.0,90.0,18.0,67.95,1
CQ4,test3,590086,35.0,50.0,17.5,67.95,1
CQ4,test4,590086,35.0,67.0,23.45,67.95,1
CQ4,test1,590122,10.0,85.0,8.5,59.74999999999999,1
CQ4,test2,590122,20.0,62.0,12.4,59.74999999999999,1
CQ4,test3,590122,35.0,63.0,22.049999999999997,59.74999999999999,1
CQ4,test4,590122,35.0,48.0,16.799999999999997,59.74999999999999,1
CQ4,test1,590668,10.0,62.0,6.2,61.099999999999994,1
CQ4,test2,590668,20.0,54.0,10.8,61.099999999999994,1
CQ4,test3,590668,35.0,58.0,20.299999999999997,61.099999999999994,1
CQ4,test4,590668,35.0,68.0,23.799999999999997,61.099999999999994,1
CQ4,test1,592135,10.0,78.0,7.800000000000001,80.5,1
CQ4,test2,592135,20.0,80.0,16.0,80.5,1
CQ4,test3,592135,35.0,74.0,25.9,80.5,1
CQ4,test4,592135,35.0,88.0,30.799999999999997,80.5,1
CQ4,test1,592258,10.0,70.0,7.0,77.3,1
CQ4,test2,592258,20.0,68.0,13.600000000000001,77.3,1
CQ4,test3,592258,35.0,86.0,30.099999999999998,77.3,1
CQ4,test4,592258,35.0,76.0,26.599999999999998,77.3,1
CQ4,test1,592733,10.0,85.0,8.5,78.19999999999999,1
CQ4,test2,592733,20.0,86.0,17.2,78.19999999999999,1
CQ4,test3,592733,35.0,85.0,29.749999999999996,78.19999999999999,1
CQ4,test4,592733,35.0,65.0,22.75,78.19999999999999,1
CQ4,test1,593000,10.0,50.0,5.0,44.849999999999994,1
CQ4,test2,593000,20.0,40.0,8.0,44.849999999999994,1
CQ4,test3,593000,35.0,51.0,17.849999999999998,44.849999999999994,1
CQ4,test4,593000,35.0,40.0,14.0,44.849999999999994,1
CQ4,test1,593346,10.0,85.0,8.5,74.15,1
CQ4,test2,593346,20.0,78.0,15.600000000000001,74.15,1
CQ4,test3,593346,35.0,77.0,26.95,74.15,1
CQ4,test4,593346,35.0,66.0,23.099999999999998,74.15,1
CQ4,test1,593476,10.0,60.0,6.0,69.05,1
CQ4,test2,593476,20.0,65.0,13.0,69.05,1
CQ4,test3,593476,35.0,70.0,24.5,69.05,1
CQ4,test4,593476,35.0,73.0,25.549999999999997,69.05,1
CQ4,test1,594083,10.0,76.0,7.6000000000000005,72.85,1
CQ4,test2,594083,20.0,69.0,13.8,72.85,1
CQ4,test3,594083,35.0,74.0,25.9,72.85,1
CQ4,test4,594083,35.0,73.0,25.549999999999997,72.85,1
CQ4,test1,594872,10.0,79.0,7.9,92.9,1
CQ4,test2,594872,20.0,82.0,16.400000000000002,92.9,1
CQ4,test3,594872,35.0,98.0,34.3,92.9,1
CQ4,test4,594872,35.0,98.0,34.3,92.9,1
CQ4,test1,595130,10.0,70.0,7.0,76.8,1
CQ4,test2,595130,20.0,76.0,15.200000000000001,76.8,1
CQ4,test3,595130,35.0,70.0,24.5,76.8,1
CQ4,test4,595130,35.0,86.0,30.099999999999998,76.8,1
CQ4,test1,595365,10.0,62.0,6.2,59.599999999999994,1
CQ4,test2,595365,20.0,29.0,5.800000000000001,59.599999999999994,1
CQ4,test3,595365,35.0,69.0,24.15,59.599999999999994,1
CQ4,test4,595365,35.0,67.0,23.45,59.599999999999994,1
CQ4,test1,595421,10.0,78.0,7.800000000000001,64.85,1
CQ4,test2,595421,20.0,70.0,14.0,64.85,1
CQ4,test3,595421,35.0,65.0,22.75,64.85,1
CQ4,test4,595421,35.0,58.0,20.299999999999997,64.85,1
CQ4,test1,595892,10.0,80.0,8.0,71.35,1
CQ4,test2,595892,20.0,77.0,15.4,71.35,1
CQ4,test3,595892,35.0,65.0,22.75,71.35,1
CQ4,test4,595892,35.0,72.0,25.2,71.35,1
CQ4,test1,596128,10.0,40.0,4.0,58.75,0
CQ4,test2,596128,20.0,55.0,11.0,58.75,0
CQ4,test3,596128,35.0,60.0,21.0,58.75,0
CQ4,test4,596128,35.0,65.0,22.75,58.75,0
CQ4,test1,596513,10.0,55.0,5.5,75.55,1
CQ4,test2,596513,20.0,79.0,15.8,75.55,1
CQ4,test3,596513,35.0,75.0,26.25,75.55,1
CQ4,test4,596513,35.0,80.0,28.0,75.55,1
CQ4,test1,596728,10.0,89.0,8.9,80.25,1
CQ4,test2,596728,20.0,75.0,15.0,80.25,1
CQ4,test3,596728,35.0,79.0,27.65,80.25,1
CQ4,test4,596728,35.0,82.0,28.7,80.25,1
CQ4,test1,596988,10.0,62.0,6.2,85.6,1
CQ4,test2,596988,20.0,82.0,16.400000000000002,85.6,1
CQ4,test3,596988,35.0,88.0,30.799999999999997,85.6,1
CQ4,test4,596988,35.0,92.0,32.199999999999996,85.6,1
CQ4,test1,598035,10.0,60.0,6.0,60.9,1
CQ4,test2,598035,20.0,68.0,13.600000000000001,60.9,1
CQ4,test3,598035,35.0,58.0,20.299999999999997,60.9,1
CQ4,test4,598035,35.0,60.0,21.0,60.9,1
CQ4,test1,598201,10.0,78.0,7.800000000000001,72.45,1
CQ4,test2,598201,20.0,80.0,16.0,72.45,1
CQ4,test3,598201,35.0,67.0,23.45,72.45,1
CQ4,test4,598201,35.0,72.0,25.2,72.45,1
CQ4,test1,598282,10.0,68.0,6.800000000000001,73.69999999999999,1
CQ4,test2,598282,20.0,72.0,14.4,73.69999999999999,1
CQ4,test3,598282,35.0,72.0,25.2,73.69999999999999,1
CQ4,test4,598282,35.0,78.0,27.299999999999997,73.69999999999999,1
CQ4,test1,598313,10.0,71.0,7.1000000000000005,66.6,1
CQ4,test2,598313,20.0,70.0,14.0,66.6,1
CQ4,test3,598313,35.0,71.0,24.849999999999998,66.6,1
CQ4,test4,598313,35.0,59.0,20.65,66.6,1
CQ4,test1,598581,10.0,60.0,6.0,55.8,1
CQ4,test2,598581,20.0,60.0,12.0,55.8,1
CQ4,test3,598581,35.0,50.0,17.5,55.8,1
CQ4,test4,598581,35.0,58.0,20.299999999999997,55.8,1
CQ4,test1,598837,10.0,60.0,6.0,67.9,1
CQ4,test2,598837,20.0,68.0,13.600000000000001,67.9,1
CQ4,test3,598837,35.0,65.0,22.75,67.9,1
CQ4,test4,598837,35.0,73.0,25.549999999999997,67.9,1
CQ4,test1,599108,10.0,66.0,6.6000000000000005,80.0,0
CQ4,test2,599108,20.0,80.0,16.0,80.0,0
CQ4,test3,599108,35.0,82.0,28.7,80.0,0
CQ4,test4,599108,35.0,82.0,28.7,80.0,0
CQ4,test1,599355,10.0,76.0,7.6000000000000005,82.89999999999999,1
CQ4,test2,599355,20.0,86.0,17.2,82.89999999999999,1
CQ4,test3,599355,35.0,76.0,26.599999999999998,82.89999999999999,1
CQ4,test4,599355,35.0,90.0,31.499999999999996,82.89999999999999,1
CQ4,test1,600398,10.0,50.0,5.0,67.35,1
CQ4,test2,600398,20.0,65.0,13.0,67.35,1
CQ4,test3,600398,35.0,69.0,24.15,67.35,1
CQ4,test4,600398,35.0,72.0,25.2,67.35,1
CQ4,test1,600415,10.0,85.0,8.5,71.9,1
CQ4,test2,600415,20.0,72.0,14.4,71.9,1
CQ4,test3,600415,35.0,76.0,26.599999999999998,71.9,1
CQ4,test4,600415,35.0,64.0,22.4,71.9,1
CQ4,test1,600428,10.0,54.0,5.4,55.199999999999996,1
CQ4,test2,600428,20.0,67.0,13.4,55.199999999999996,1
CQ4,test3,600428,35.0,45.0,15.749999999999998,55.199999999999996,1
CQ4,test4,600428,35.0,59.0,20.65,55.199999999999996,1
CQ4,test1,600463,10.0,58.0,5.800000000000001,54.75,1
CQ4,test2,600463,20.0,68.0,13.600000000000001,54.75,1
CQ4,test3,600463,35.0,50.0,17.5,54.75,1
CQ4,test4,600463,35.0,51.0,17.849999999999998,54.75,1
CQ4,test1,600606,10.0,68.0,6.800000000000001,72.8,1
CQ4,test2,600606,20.0,78.0,15.600000000000001,72.8,1
CQ4,test3,600606,35.0,74.0,25.9,72.8,1
CQ4,test4,600606,35.0,70.0,24.5,72.8,1
CQ4,test1,600664,10.0,70.0,7.0,74.85,1
CQ4,test2,600664,20.0,75.0,15.0,74.85,1
CQ4,test3,600664,35.0,71.0,24.849999999999998,74.85,1
CQ4,test4,600664,35.0,80.0,28.0,74.85,1
CQ4,test1,601247,10.0,69.0,6.9,64.35,1
CQ4,test2,601247,20.0,58.0,11.600000000000001,64.35,1
CQ4,test3,601247,35.0,60.0,21.0,64.35,1
CQ4,test4,601247,35.0,71.0,24.849999999999998,64.35,1
CQ4,test1,601874,10.0,83.0,8.3,59.5,0
CQ4,test2,601874,20.0,60.0,12.0,59.5,0
CQ4,test3,601874,35.0,54.0,18.9,59.5,0
CQ4,test4,601874,35.0,58.0,20.299999999999997,59.5,0
CQ4,test1,602109,10.0,58.0,5.800000000000001,55.9,0
CQ4,test2,602109,20.0,58.0,11.600000000000001,55.9,0
CQ4,test3,602109,35.0,53.0,18.549999999999997,55.9,0
CQ4,test4,602109,35.0,57.0,19.95,55.9,0
CQ4,test1,602471,10.0,85.0,8.5,58.699999999999996,1
CQ4,test2,602471,20.0,62.0,12.4,58.699999999999996,1
CQ4,test3,602471,35.0,58.0,20.299999999999997,58.699999999999996,1
CQ4,test4,602471,35.0,50.0,17.5,58.699999999999996,1
CQ4,test1,602570,10.0,45.0,4.5,47.05,0
CQ4,test2,602570,20.0,50.0,10.0,47.05,0
CQ4,test3,602570,35.0,45.0,15.749999999999998,47.05,0
CQ4,test4,602570,35.0,48.0,16.799999999999997,47.05,0
CQ4,test1,602666,10.0,65.0,6.5,73.55,1
CQ4,test2,602666,20.0,78.0,15.600000000000001,73.55,1
CQ4,test3,602666,35.0,60.0,21.0,73.55,1
CQ4,test4,602666,35.0,87.0,30.45,73.55,1
CQ4,test1,602779,10.0,73.0,7.300000000000001,62.349999999999994,1
CQ4,test2,602779,20.0,60.0,12.0,62.349999999999994,1
CQ4,test3,602779,35.0,58.0,20.299999999999997,62.349999999999994,1
CQ4,test4,602779,35.0,65.0,22.75,62.349999999999994,1
CQ4,test1,602865,10.0,70.0,7.0,64.45,1
CQ4,test2,602865,20.0,65.0,13.0,64.45,1
CQ4,test3,602865,35.0,55.0,19.25,64.45,1
CQ4,test4,602865,35.0,72.0,25.2,64.45,1
CQ4,test1,603055,10.0,64.0,6.4,67.69999999999999,1
CQ4,test2,603055,20.0,65.0,13.0,67.69999999999999,1
CQ4,test3,603055,35.0,64.0,22.4,67.69999999999999,1
CQ4,test4,603055,35.0,74.0,25.9,67.69999999999999,1
CQ4,test1,603113,10.0,58.0,5.800000000000001,86.14999999999999,1
CQ4,test2,603113,20.0,85.0,17.0,86.14999999999999,1
CQ4,test3,603113,35.0,85.0,29.749999999999996,86.14999999999999,1
CQ4,test4,603113,35.0,96.0,33.599999999999994,86.14999999999999,1
CQ4,test1,603200,10.0,75.0,7.5,73.55,1
CQ4,test2,603200,20.0,80.0,16.0,73.55,1
CQ4,test3,603200,35.0,75.0,26.25,73.55,1
CQ4,test4,603200,35.0,68.0,23.799999999999997,73.55,1
CQ4,test1,603580,10.0,82.0,8.200000000000001,69.35,1
CQ4,test2,603580,20.0,87.0,17.400000000000002,69.35,1
CQ4,test3,603580,35.0,63.0,22.049999999999997,69.35,1
CQ4,test4,603580,35.0,62.0,21.7,69.35,1
CQ4,test1,603731,10.0,70.0,7.0,66.3,1
CQ4,test2,603731,20.0,69.0,13.8,66.3,1
CQ4,test3,603731,35.0,65.0,22.75,66.3,1
CQ4,test4,603731,35.0,65.0,22.75,66.3,1
CQ4,test1,603746,10.0,80.0,8.0,73.3,1
CQ4,test2,603746,20.0,85.0,17.0,73.3,1
CQ4,test3,603746,35.0,60.0,21.0,73.3,1
CQ4,test4,603746,35.0,78.0,27.299999999999997,73.3,1
CQ4,test1,603921,10.0,60.0,6.0,72.05,1
CQ4,test2,603921,20.0,80.0,16.0,72.05,1
CQ4,test3,603921,35.0,75.0,26.25,72.05,1
CQ4,test4,603921,35.0,68.0,23.799999999999997,72.05,1
CQ4,test1,604358,10.0,90.0,9.0,79.3,1
CQ4,test2,604358,20.0,68.0,13.600000000000001,79.3,1
CQ4,test3,604358,35.0,86.0,30.099999999999998,79.3,1
CQ4,test4,604358,35.0,76.0,26.599999999999998,79.3,1
CQ4,test1,604950,10.0,90.0,9.0,72.35,1
CQ4,test2,604950,20.0,63.0,12.600000000000001,72.35,1
CQ4,test3,604950,35.0,85.0,29.749999999999996,72.35,1
CQ4,test4,604950,35.0,60.0,21.0,72.35,1
CQ4,test1,604990,10.0,52.0,5.2,65.35,1
CQ4,test2,604990,20.0,68.0,13.600000000000001,65.35,1
CQ4,test3,604990,35.0,68.0,23.799999999999997,65.35,1
CQ4,test4,604990,35.0,65.0,22.75,65.35,1
CQ4,test1,605068,10.0,65.0,6.5,69.1,1
CQ4,test2,605068,20.0,75.0,15.0,69.1,1
CQ4,test3,605068,35.0,74.0,25.9,69.1,1
CQ4,test4,605068,35.0,62.0,21.7,69.1,1
CQ4,test1,605089,10.0,50.0,5.0,54.3,1
CQ4,test2,605089,20.0,54.0,10.8,54.3,1
CQ4,test3,605089,35.0,50.0,17.5,54.3,1
CQ4,test4,605089,35.0,60.0,21.0,54.3,1
CQ4,test1,605243,10.0,95.0,9.5,75.8,1
CQ4,test2,605243,20.0,76.0,15.200000000000001,75.8,1
CQ4,test3,605243,35.0,70.0,24.5,75.8,1
CQ4,test4,605243,35.0,76.0,26.599999999999998,75.8,1
CQ4,test1,605770,10.0,67.0,6.7,68.64999999999999,1
CQ4,test2,605770,20.0,70.0,14.0,68.64999999999999,1
CQ4,test3,605770,35.0,68.0,23.799999999999997,68.64999999999999,1
CQ4,test4,605770,35.0,69.0,24.15,68.64999999999999,1
CQ4,test1,605771,10.0,72.0,7.2,62.74999999999999,1
CQ4,test2,605771,20.0,52.0,10.4,62.74999999999999,1
CQ4,test3,605771,35.0,66.0,23.099999999999998,62.74999999999999,1
CQ4,test4,605771,35.0,63.0,22.049999999999997,62.74999999999999,1
CQ4,test1,606027,10.0,78.0,7.800000000000001,76.55,1
CQ4,test2,606027,20.0,69.0,13.8,76.55,1
CQ4,test3,606027,35.0,72.0,25.2,76.55,1
CQ4,test4,606027,35.0,85.0,29.749999999999996,76.55,1
CQ4,test1,606105,10.0,68.0,6.800000000000001,70.89999999999999,1
CQ4,test2,606105,20.0,72.0,14.4,70.89999999999999,1
CQ4,test3,606105,35.0,57.0,19.95,70.89999999999999,1
CQ4,test4,606105,35.0,85.0,29.749999999999996,70.89999999999999,1
CQ4,test1,606134,10.0,57.0,5.7,73.19999999999999,1
CQ4,test2,606134,20.0,40.0,8.0,73.19999999999999,1
CQ4,test3,606134,35.0,82.0,28.7,73.19999999999999,1
CQ4,test4,606134,35.0,88.0,30.799999999999997,73.19999999999999,1
CQ4,test1,606239,10.0,82.0,8.200000000000001,74.45,1
CQ4,test2,606239,20.0,88.0,17.6,74.45,1
CQ4,test3,606239,35.0,72.0,25.2,74.45,1
CQ4,test4,606239,35.0,67.0,23.45,74.45,1
CQ4,test1,606391,10.0,80.0,8.0,79.14999999999999,1
CQ4,test2,606391,20.0,81.0,16.2,79.14999999999999,1
CQ4,test3,606391,35.0,78.0,27.299999999999997,79.14999999999999,1
CQ4,test4,606391,35.0,79.0,27.65,79.14999999999999,1
CQ4,test1,606442,10.0,56.0,5.6000000000000005,60.0,1
CQ4,test2,606442,20.0,62.0,12.4,60.0,1
CQ4,test3,606442,35.0,56.0,19.599999999999998,60.0,1
CQ4,test4,606442,35.0,64.0,22.4,60.0,1
CQ4,test1,606517,10.0,82.0,8.200000000000001,64.8,1
CQ4,test2,606517,20.0,59.0,11.8,64.8,1
CQ4,test3,606517,35.0,60.0,21.0,64.8,1
CQ4,test4,606517,35.0,68.0,23.799999999999997,64.8,1
CQ4,test1,606535,10.0,57.0,5.7,47.949999999999996,1
CQ4,test2,606535,20.0,45.0,9.0,47.949999999999996,1
CQ4,test3,606535,35.0,45.0,15.749999999999998,47.949999999999996,1
CQ4,test4,606535,35.0,50.0,17.5,47.949999999999996,1
CQ4,test1,606586,10.0,68.0,6.800000000000001,78.6,1
CQ4,test2,606586,20.0,79.0,15.8,78.6,1
CQ4,test3,606586,35.0,75.0,26.25,78.6,1
CQ4,test4,606586,35.0,85.0,29.749999999999996,78.6,1
CQ4,test1,606861,10.0,75.0,7.5,69.55,1
CQ4,test2,606861,20.0,67.0,13.4,69.55,1
CQ4,test3,606861,35.0,73.0,25.549999999999997,69.55,1
CQ4,test4,606861,35.0,66.0,23.099999999999998,69.55,1
CQ4,test1,606864,10.0,50.0,5.0,65.85,1
CQ4,test2,606864,20.0,68.0,13.600000000000001,65.85,1
CQ4,test3,606864,35.0,70.0,24.5,65.85,1
CQ4,test4,606864,35.0,65.0,22.75,65.85,1
CQ4,test1,607062,10.0,70.0,7.0,39.75,1
CQ4,test2,607062,20.0,50.0,10.0,39.75,1
CQ4,test3,607062,35.0,35.0,12.25,39.75,1
CQ4,test4,607062,35.0,30.0,10.5,39.75,1
CQ4,test1,607603,10.0,84.0,8.4,74.89999999999999,1
CQ4,test2,607603,20.0,70.0,14.0,74.89999999999999,1
CQ4,test3,607603,35.0,65.0,22.75,74.89999999999999,1
CQ4,test4,607603,35.0,85.0,29.749999999999996,74.89999999999999,1
CQ4,test1,608134,10.0,67.0,6.7,67.8,1
CQ4,test2,608134,20.0,64.0,12.8,67.8,1
CQ4,test3,608134,35.0,68.0,23.799999999999997,67.8,1
CQ4,test4,608134,35.0,70.0,24.5,67.8,1
CQ4,test1,608195,10.0,57.0,5.7,75.55,0
CQ4,test2,608195,20.0,78.0,15.600000000000001,75.55,0
CQ4,test3,608195,35.0,85.0,29.749999999999996,75.55,0
CQ4,test4,608195,35.0,70.0,24.5,75.55,0
CQ4,test1,608851,10.0,68.0,6.800000000000001,72.05,1
CQ4,test2,608851,20.0,83.0,16.6,72.05,1
CQ4,test3,608851,35.0,69.0,24.15,72.05,1
CQ4,test4,608851,35.0,70.0,24.5,72.05,1
CQ4,test1,609194,10.0,52.0,5.2,61.099999999999994,1
CQ4,test2,609194,20.0,45.0,9.0,61.099999999999994,1
CQ4,test3,609194,35.0,67.0,23.45,61.099999999999994,1
CQ4,test4,609194,35.0,67.0,23.45,61.099999999999994,1
CQ4,test1,609203,10.0,48.0,4.800000000000001,56.05,0
CQ4,test2,609203,20.0,62.0,12.4,56.05,0
CQ4,test3,609203,35.0,56.0,19.599999999999998,56.05,0
CQ4,test4,609203,35.0,55.0,19.25,56.05,0
CQ4,test1,609403,10.0,61.0,6.1000000000000005,61.9,1
CQ4,test2,609403,20.0,62.0,12.4,61.9,1
CQ4,test3,609403,35.0,65.0,22.75,61.9,1
CQ4,test4,609403,35.0,59.0,20.65,61.9,1
CQ4,test1,609927,10.0,60.0,6.0,71.05,1
CQ4,test2,609927,20.0,68.0,13.600000000000001,71.05,1
CQ4,test3,609927,35.0,70.0,24.5,71.05,1
CQ4,test4,609927,35.0,77.0,26.95,71.05,1
CQ4,test1,610385,10.0,90.0,9.0,76.3,1
CQ4,test2,610385,20.0,74.0,14.8,76.3,1
CQ4,test3,610385,35.0,75.0,26.25,76.3,1
CQ4,test4,610385,35.0,75.0,26.25,76.3,1
CQ4,test1,610405,10.0,70.0,7.0,75.19999999999999,1
CQ4,test2,610405,20.0,68.0,13.600000000000001,75.19999999999999,1
CQ4,test3,610405,35.0,78.0,27.299999999999997,75.19999999999999,1
CQ4,test4,610405,35.0,78.0,27.299999999999997,75.19999999999999,1
CQ4,test1,610470,10.0,60.0,6.0,64.4,1
CQ4,test2,610470,20.0,61.0,12.200000000000001,64.4,1
CQ4,test3,610470,35.0,62.0,21.7,64.4,1
CQ4,test4,610470,35.0,70.0,24.5,64.4,1
CQ4,test1,610545,10.0,69.0,6.9,70.35,1
CQ4,test2,610545,20.0,67.0,13.4,70.35,1
CQ4,test3,610545,35.0,70.0,24.5,70.35,1
CQ4,test4,610545,35.0,73.0,25.549999999999997,70.35,1
CQ4,test1,611241,10.0,60.0,6.0,60.95,1
CQ4,test2,611241,20.0,56.0,11.200000000000001,60.95,1
CQ4,test3,611241,35.0,63.0,22.049999999999997,60.95,1
CQ4,test4,611241,35.0,62.0,21.7,60.95,1
CQ4,test1,611329,10.0,70.0,7.0,71.3,1
CQ4,test2,611329,20.0,59.0,11.8,71.3,1
CQ4,test3,611329,35.0,75.0,26.25,71.3,1
CQ4,test4,611329,35.0,75.0,26.25,71.3,1
CQ4,test1,611821,10.0,60.0,6.0,59.25,1
CQ4,test2,611821,20.0,65.0,13.0,59.25,1
CQ4,test3,611821,35.0,60.0,21.0,59.25,1
CQ4,test4,611821,35.0,55.0,19.25,59.25,1
CQ4,test1,612230,10.0,70.0,7.0,80.94999999999999,1
CQ4,test2,612230,20.0,81.0,16.2,80.94999999999999,1
CQ4,test3,612230,35.0,75.0,26.25,80.94999999999999,1
CQ4,test4,612230,35.0,90.0,31.499999999999996,80.94999999999999,1
CQ4,test1,612566,10.0,80.0,8.0,84.85,1
CQ4,test2,612566,20.0,85.0,17.0,84.85,1
CQ4,test3,612566,35.0,88.0,30.799999999999997,84.85,1
CQ4,test4,612566,35.0,83.0,29.049999999999997,84.85,1
CQ4,test1,612750,10.0,63.0,6.300000000000001,57.849999999999994,1
CQ4,test2,612750,20.0,60.0,12.0,57.849999999999994,1
CQ4,test3,612750,35.0,48.0,16.799999999999997,57.849999999999994,1
CQ4,test4,612750,35.0,65.0,22.75,57.849999999999994,1
CQ4,test1,613102,10.0,88.0,8.8,82.2,1
CQ4,test2,613102,20.0,80.0,16.0,82.2,1
CQ4,test3,613102,35.0,82.0,28.7,82.2,1
CQ4,test4,613102,35.0,82.0,28.7,82.2,1
CQ4,test1,613135,10.0,50.0,5.0,40.55,0
CQ4,test2,613135,20.0,50.0,10.0,40.55,0
